condition_idx,identity,source_image,transformation,transformation_tier,transformation_category,detector_success,quality_flag_blur,quality_flag_low_light,quality_flag_noise,quality_flag_off_pose,quality_flag_small_face,quality_any_flag,quality_blur_var,quality_luma_mean,quality_noise_sigma,quality_pose_angle,quality_face_px,lbph_name,lbph_distance,lbph_margin,sface_name,sface_cosine,sface_l2,always_lbph_pred,always_lbph_correct,direct_sface_pred,direct_sface_correct,seq_cascade_pred,seq_cascade_correct,seq_cascade_reason,seq_cascade_sface_invoked,quality_only_pred,quality_only_correct,quality_only_reason,early_bypass_pred,early_bypass_correct,early_bypass_reason,early_bypass_routing_path,early_bypass_lbph_invoked,early_bypass_sface_invoked,latency_always_lbph_ms,latency_direct_sface_ms,latency_seq_cascade_ms,latency_quality_only_ms,latency_early_bypass_ms
664,Jim_Jonathan_Decripito,dark_name.jpg,color_8bit,medium,Colour reduction,True,False,False,True,False,False,True,3628.85,88.73,8.678,4.28,83,Jim_Jonathan_Decripito,77.9531,0.0328,Jim_Jonathan_Decripito,0.5223,0.9774,Unknown,False,Jim_Jonathan_Decripito,True,Jim_Jonathan_Decripito,True,quality:noise,True,Jim_Jonathan_Decripito,True,quality_router_sface:noise,Jim_Jonathan_Decripito,True,quality:noise,quality_triggered_sface,False,True,4.383,8.473,13.431,8.111,8.119
665,Jim_Jonathan_Decripito,dark_name.jpg,rgb565,light,Colour reduction,True,False,False,False,False,False,False,2722.629,90.05,6.849,2.83,79,Jim_Jonathan_Decripito,68.5133,0.0884,Jim_Jonathan_Decripito,0.7728,0.6741,Unknown,False,Jim_Jonathan_Decripito,True,Jim_Jonathan_Decripito,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Jim_Jonathan_Decripito,True,ambiguous_band,quality_clear_dual_sface,True,True,4.583,8.43,13.031,4.636,13.141
666,Jim_Jonathan_Decripito,dark_name.jpg,gaussnoise_12,heavy,Gaussian noise,True,False,False,True,False,False,True,3966.786,90.06,11.521,3.27,81,Jim_Jonathan_Decripito,73.6643,0.0296,Jim_Jonathan_Decripito,0.7248,0.7419,Unknown,False,Jim_Jonathan_Decripito,True,Jim_Jonathan_Decripito,True,quality:noise,True,Jim_Jonathan_Decripito,True,quality_router_sface:noise,Jim_Jonathan_Decripito,True,quality:noise,quality_triggered_sface,False,True,4.497,8.567,13.049,8.5,9.316
667,Jim_Jonathan_Decripito,dark_name.jpg,gaussnoise_8,medium,Gaussian noise,True,False,False,True,False,False,True,3221.857,89.96,9.212,3.25,82,Jim_Jonathan_Decripito,69.2519,0.0675,Jim_Jonathan_Decripito,0.7705,0.6775,Unknown,False,Jim_Jonathan_Decripito,True,Jim_Jonathan_Decripito,True,quality:noise,True,Jim_Jonathan_Decripito,True,quality_router_sface:noise,Jim_Jonathan_Decripito,True,quality:noise,quality_triggered_sface,False,True,4.428,8.096,13.618,8.887,9.6
668,Jim_Jonathan_Decripito,dark_name.jpg,gaussnoise_4,light,Gaussian noise,True,False,False,False,False,False,False,2862.309,90.02,7.695,3.09,79,Jim_Jonathan_Decripito,68.9329,0.0792,Jim_Jonathan_Decripito,0.7845,0.6565,Unknown,False,Jim_Jonathan_Decripito,True,Jim_Jonathan_Decripito,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Jim_Jonathan_Decripito,True,ambiguous_band,quality_clear_dual_sface,True,True,4.461,8.472,13.082,4.828,14.141
669,Jim_Jonathan_Decripito,dark_name.jpg,histeq,light,Histogram equalization,True,False,False,True,False,False,True,9604.76,128.4,12.752,2.77,79,Jim_Jonathan_Decripito,69.4798,0.0604,Jim_Jonathan_Decripito,0.7345,0.7287,Unknown,False,Jim_Jonathan_Decripito,True,Jim_Jonathan_Decripito,True,quality:noise,True,Jim_Jonathan_Decripito,True,quality_router_sface:noise,Jim_Jonathan_Decripito,True,quality:noise,quality_triggered_sface,False,True,4.39,8.488,12.377,8.117,8.311
670,Jim_Jonathan_Decripito,dark_name.jpg,autolevel,light,Auto-levels,True,False,False,True,False,False,True,5593.018,115.31,9.641,2.84,79,Jim_Jonathan_Decripito,67.7818,0.1009,Jim_Jonathan_Decripito,0.7696,0.6788,Unknown,False,Jim_Jonathan_Decripito,True,Jim_Jonathan_Decripito,True,quality:noise,True,Jim_Jonathan_Decripito,True,quality_router_sface:noise,Jim_Jonathan_Decripito,True,quality:noise,quality_triggered_sface,False,True,4.451,8.212,13.596,8.753,9.146
671,Jim_Jonathan_Decripito,dark_name.jpg,blur_7,heavy,Blur,True,True,False,False,False,False,True,26.442,90.51,0.344,3.81,76,Jim_Jonathan_Decripito,79.1157,0.0933,Jim_Jonathan_Decripito,0.6711,0.811,Unknown,False,Jim_Jonathan_Decripito,True,Jim_Jonathan_Decripito,True,quality:blur,True,Jim_Jonathan_Decripito,True,quality_router_sface:blur,Jim_Jonathan_Decripito,True,quality:blur,quality_triggered_sface,False,True,4.621,8.727,13.61,8.372,9.189
672,Jim_Jonathan_Decripito,dark_name.jpg,blur_5,medium,Blur,True,True,False,False,False,False,True,66.613,90.53,0.44,2.8,78,Jim_Jonathan_Decripito,73.2769,0.0934,Jim_Jonathan_Decripito,0.718,0.751,Unknown,False,Jim_Jonathan_Decripito,True,Jim_Jonathan_Decripito,True,quality:blur,True,Jim_Jonathan_Decripito,True,quality_router_sface:blur,Jim_Jonathan_Decripito,True,quality:blur,quality_triggered_sface,False,True,4.899,8.449,12.936,8.732,8.884
673,Jim_Jonathan_Decripito,dark_name.jpg,blur_3,light,Blur,True,True,False,False,False,False,True,172.165,90.57,0.75,2.3,79,Jim_Jonathan_Decripito,70.0542,0.1141,Jim_Jonathan_Decripito,0.7521,0.7041,Unknown,False,Jim_Jonathan_Decripito,True,Jim_Jonathan_Decripito,True,quality:blur,True,Jim_Jonathan_Decripito,True,quality_router_sface:blur,Jim_Jonathan_Decripito,True,quality:blur,quality_triggered_sface,False,True,4.565,8.338,12.967,8.551,8.029
674,Jim_Jonathan_Decripito,dark_name.jpg,rot_270,heavy,Rotation,False,False,False,False,False,False,False,,,,,,,,,,,,Unknown,False,Unknown,False,Unknown,False,detector_failure,False,Unknown,False,,Unknown,False,detector_failure,detector_failure,False,False,0.0,0.0,0.0,0.0,0.0
675,Jim_Jonathan_Decripito,dark_name.jpg,rot_180,medium,Rotation,True,False,False,False,False,False,False,2701.278,90.54,6.699,1.51,100,Diofel_Gwen_Haresco,86.3265,0.0206,Unknown,0.1914,1.2717,Unknown,False,Unknown,False,Unknown,False,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Unknown,False,ambiguous_band,quality_clear_dual_sface,True,True,5.231,8.935,13.649,5.418,13.945
676,Jim_Jonathan_Decripito,dark_name.jpg,rot_90,light,Rotation,False,False,False,False,False,False,False,,,,,,,,,,,,Unknown,False,Unknown,False,Unknown,False,detector_failure,False,Unknown,False,,Unknown,False,detector_failure,detector_failure,False,False,0.0,0.0,0.0,0.0,0.0
677,Jim_Jonathan_Decripito,dark_name.jpg,rot_45,heavy,Simple rotation,True,False,False,False,False,False,False,1043.555,93.8,3.855,14.62,97,Jul_Leo_Javellana,89.6525,0.0032,Jim_Jonathan_Decripito,0.5067,0.9933,Unknown,False,Jim_Jonathan_Decripito,True,Jim_Jonathan_Decripito,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Jim_Jonathan_Decripito,True,ambiguous_band,quality_clear_dual_sface,True,True,4.954,8.493,14.894,5.205,15.302
678,Jim_Jonathan_Decripito,dark_name.jpg,rot_25,medium,Simple rotation,True,False,False,False,False,False,False,1073.237,93.03,3.783,2.49,83,John_Andrei_Gayona,87.2832,0.0095,Jim_Jonathan_Decripito,0.7062,0.7666,Unknown,False,Jim_Jonathan_Decripito,True,Jim_Jonathan_Decripito,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Jim_Jonathan_Decripito,True,ambiguous_band,quality_clear_dual_sface,True,True,5.007,9.32,13.616,4.804,14.144
679,Jim_Jonathan_Decripito,dark_name.jpg,rot_10,light,Simple rotation,True,False,False,False,False,False,False,1009.371,90.4,3.259,2.95,77,Anthony_Gallego,76.6607,0.0128,Jim_Jonathan_Decripito,0.7279,0.7377,Unknown,False,Jim_Jonathan_Decripito,True,Jim_Jonathan_Decripito,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Jim_Jonathan_Decripito,True,ambiguous_band,quality_clear_dual_sface,True,True,5.018,9.692,13.747,4.764,14.275
680,Jim_Jonathan_Decripito,dark_name.jpg,scale_50,heavy,Scaling,False,False,False,False,False,False,False,,,,,,,,,,,,Unknown,False,Unknown,False,Unknown,False,detector_failure,False,Unknown,False,,Unknown,False,detector_failure,detector_failure,False,False,0.0,0.0,0.0,0.0,0.0
681,Jim_Jonathan_Decripito,dark_name.jpg,scale_70,medium,Scaling,True,False,False,False,False,True,True,2121.594,87.2,5.679,2.67,54,Jim_Jonathan_Decripito,85.8218,0.0464,Jim_Jonathan_Decripito,0.668,0.8149,Unknown,False,Jim_Jonathan_Decripito,True,Jim_Jonathan_Decripito,True,quality:small_face,True,Jim_Jonathan_Decripito,True,quality_router_sface:small_face,Jim_Jonathan_Decripito,True,quality:small_face,quality_triggered_sface,False,True,4.998,8.348,13.642,8.555,9.054
682,Jim_Jonathan_Decripito,dark_name.jpg,scale_90,light,Scaling,True,False,False,False,False,False,False,1245.136,91.58,3.686,1.01,73,Jim_Jonathan_Decripito,66.154,0.133,Jim_Jonathan_Decripito,0.7395,0.7218,Jim_Jonathan_Decripito,True,Jim_Jonathan_Decripito,True,Jim_Jonathan_Decripito,True,confident_accept,False,Jim_Jonathan_Decripito,True,quality_router_lbph_accept,Jim_Jonathan_Decripito,True,confident_accept,quality_clear_lbph_terminal,True,False,5.211,9.896,5.628,5.131,5.549
683,Jim_Jonathan_Decripito,dark_name.jpg,trans_30,heavy,Translation,True,False,False,False,False,True,True,2771.677,93.6,6.471,16.31,59,Raean_Tamayo,92.794,0.0019,Jim_Jonathan_Decripito,0.5492,0.9496,Unknown,False,Jim_Jonathan_Decripito,True,Jim_Jonathan_Decripito,True,quality:small_face,True,Jim_Jonathan_Decripito,True,quality_router_sface:small_face,Jim_Jonathan_Decripito,True,quality:small_face,quality_triggered_sface,False,True,4.812,8.128,13.321,7.996,8.102
684,Jim_Jonathan_Decripito,dark_name.jpg,trans_20,medium,Translation,True,False,False,False,False,False,False,3147.818,97.8,6.984,10.16,68,Anthony_Gallego,94.2491,0.0033,Jim_Jonathan_Decripito,0.715,0.755,Unknown,False,Jim_Jonathan_Decripito,True,Jim_Jonathan_Decripito,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Jim_Jonathan_Decripito,True,ambiguous_band,quality_clear_dual_sface,True,True,4.656,9.012,13.567,4.706,12.462
685,Jim_Jonathan_Decripito,dark_name.jpg,trans_10,light,Translation,True,False,False,False,False,False,False,3084.083,99.81,7.028,1.45,80,Norbert_Audines,89.6861,0.0027,Jim_Jonathan_Decripito,0.7421,0.7182,Unknown,False,Jim_Jonathan_Decripito,True,Jim_Jonathan_Decripito,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Jim_Jonathan_Decripito,True,ambiguous_band,quality_clear_dual_sface,True,True,5.373,9.611,14.484,6.042,16.127
686,Jim_Jonathan_Decripito,dark_name.jpg,flip_lr,light,Flip,True,False,False,False,False,False,False,2701.278,90.54,6.699,0.86,79,Wilbert_Mijares,78.0433,0.0219,Jim_Jonathan_Decripito,0.7924,0.6444,Unknown,False,Jim_Jonathan_Decripito,True,Jim_Jonathan_Decripito,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Jim_Jonathan_Decripito,True,ambiguous_band,quality_clear_dual_sface,True,True,5.093,8.365,14.217,5.444,13.798
687,Jim_Jonathan_Decripito,dark_name.jpg,aspect_6_3,medium,Aspect ratio change,True,True,False,False,False,False,True,565.99,90.69,1.523,2.41,77,Jim_Jonathan_Decripito,71.7231,0.094,Jim_Jonathan_Decripito,0.7753,0.6704,Unknown,False,Jim_Jonathan_Decripito,True,Jim_Jonathan_Decripito,True,quality:blur,True,Jim_Jonathan_Decripito,True,quality_router_sface:blur,Jim_Jonathan_Decripito,True,quality:blur,quality_triggered_sface,False,True,4.656,8.147,12.703,8.497,8.312
688,Jim_Jonathan_Decripito,dark_name.jpg,aspect_16_9,light,Aspect ratio change,True,False,False,False,False,False,False,629.05,90.46,1.672,2.49,78,Jim_Jonathan_Decripito,69.9059,0.1182,Jim_Jonathan_Decripito,0.7701,0.678,Unknown,False,Jim_Jonathan_Decripito,True,Jim_Jonathan_Decripito,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Jim_Jonathan_Decripito,True,ambiguous_band,quality_clear_dual_sface,True,True,4.643,7.997,12.432,4.528,13.325
689,Jim_Jonathan_Decripito,dark_name.jpg,crop_60,heavy,Crop,True,True,False,False,False,False,True,512.405,90.85,1.689,3.95,98,Michael_Andrei_Jugado,80.8816,0.0226,Jim_Jonathan_Decripito,0.6529,0.8331,Unknown,False,Jim_Jonathan_Decripito,True,Jim_Jonathan_Decripito,True,quality:blur,True,Jim_Jonathan_Decripito,True,quality_router_sface:blur,Jim_Jonathan_Decripito,True,quality:blur,quality_triggered_sface,False,True,4.76,8.415,13.311,8.568,8.304
690,Jim_Jonathan_Decripito,dark_name.jpg,crop_70,medium,Crop,True,False,False,False,False,False,False,670.247,88.83,2.106,2.98,92,Jim_Jonathan_Decripito,78.9999,0.0016,Jim_Jonathan_Decripito,0.6801,0.7999,Unknown,False,Jim_Jonathan_Decripito,True,Jim_Jonathan_Decripito,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Jim_Jonathan_Decripito,True,ambiguous_band,quality_clear_dual_sface,True,True,4.732,8.566,12.987,4.765,13.329
691,Jim_Jonathan_Decripito,dark_name.jpg,crop_90,light,Crop,True,False,False,False,False,False,False,932.379,89.72,2.795,4.5,82,Jim_Jonathan_Decripito,74.5262,0.0121,Jim_Jonathan_Decripito,0.7469,0.7115,Unknown,False,Jim_Jonathan_Decripito,True,Jim_Jonathan_Decripito,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Jim_Jonathan_Decripito,True,ambiguous_band,quality_clear_dual_sface,True,True,4.322,7.921,12.364,4.678,13.133
692,Jim_Jonathan_Decripito,dark_name.jpg,skew_10,heavy,Skew,True,False,False,False,False,False,False,1691.468,90.79,4.624,3.07,79,Jim_Jonathan_Decripito,73.8271,0.0214,Jim_Jonathan_Decripito,0.759,0.6942,Unknown,False,Jim_Jonathan_Decripito,True,Jim_Jonathan_Decripito,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Jim_Jonathan_Decripito,True,ambiguous_band,quality_clear_dual_sface,True,True,4.312,8.664,13.019,4.989,13.139
693,Jim_Jonathan_Decripito,dark_name.jpg,skew_6,medium,Skew,True,False,False,False,False,False,False,1740.599,90.86,4.622,2.24,79,Jim_Jonathan_Decripito,72.2654,0.0318,Jim_Jonathan_Decripito,0.773,0.6738,Unknown,False,Jim_Jonathan_Decripito,True,Jim_Jonathan_Decripito,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Jim_Jonathan_Decripito,True,ambiguous_band,quality_clear_dual_sface,True,True,4.32,8.316,12.635,4.661,15.631
694,Jim_Jonathan_Decripito,dark_name.jpg,skew_4,light,Skew,True,False,False,False,False,False,False,1554.624,90.84,4.39,2.43,79,Jim_Jonathan_Decripito,69.7329,0.0699,Jim_Jonathan_Decripito,0.7865,0.6534,Unknown,False,Jim_Jonathan_Decripito,True,Jim_Jonathan_Decripito,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Jim_Jonathan_Decripito,True,ambiguous_band,quality_clear_dual_sface,True,True,4.56,7.925,12.497,4.4,12.536
695,Jim_Jonathan_Decripito,dark_name.jpg,persp_10,heavy,Perspective,True,False,False,False,False,False,False,1172.895,90.08,3.355,2.53,72,Jim_Jonathan_Decripito,72.7586,0.103,Jim_Jonathan_Decripito,0.7494,0.708,Unknown,False,Jim_Jonathan_Decripito,True,Jim_Jonathan_Decripito,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Jim_Jonathan_Decripito,True,ambiguous_band,quality_clear_dual_sface,True,True,4.812,8.459,13.222,4.694,13.021
696,Jim_Jonathan_Decripito,dark_name.jpg,persp_6,medium,Perspective,True,False,False,False,False,False,False,1208.651,91.51,3.474,2.65,75,Jim_Jonathan_Decripito,70.5354,0.1038,Jim_Jonathan_Decripito,0.7465,0.7121,Unknown,False,Jim_Jonathan_Decripito,True,Jim_Jonathan_Decripito,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Jim_Jonathan_Decripito,True,ambiguous_band,quality_clear_dual_sface,True,True,4.576,7.881,12.75,4.682,13.208
697,Jim_Jonathan_Decripito,dark_name.jpg,persp_4,light,Perspective,True,False,False,False,False,False,False,1175.196,91.55,3.417,2.3,76,Jim_Jonathan_Decripito,69.7487,0.0963,Jim_Jonathan_Decripito,0.7646,0.6861,Unknown,False,Jim_Jonathan_Decripito,True,Jim_Jonathan_Decripito,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Jim_Jonathan_Decripito,True,ambiguous_band,quality_clear_dual_sface,True,True,4.907,8.282,13.425,4.521,12.653
698,Jim_Jonathan_Decripito,light_name.jpg,brightness_p25,heavy,Brightness change,True,False,True,True,False,False,True,7671.257,143.4,10.375,1.62,77,Jim_Jonathan_Decripito,73.7965,0.1306,Jim_Jonathan_Decripito,0.8585,0.532,Unknown,False,Jim_Jonathan_Decripito,True,Jim_Jonathan_Decripito,True,"quality:low_light,noise",True,Jim_Jonathan_Decripito,True,"quality_router_sface:low_light,noise",Jim_Jonathan_Decripito,True,"quality:low_light,noise",quality_triggered_sface,False,True,4.953,8.194,13.094,8.136,8.715
699,Jim_Jonathan_Decripito,light_name.jpg,brightness_p20,medium,Brightness change,True,False,True,True,False,False,True,7230.36,138.02,10.058,1.6,77,Jim_Jonathan_Decripito,73.1963,0.1265,Jim_Jonathan_Decripito,0.8565,0.5357,Unknown,False,Jim_Jonathan_Decripito,True,Jim_Jonathan_Decripito,True,"quality:low_light,noise",True,Jim_Jonathan_Decripito,True,"quality_router_sface:low_light,noise",Jim_Jonathan_Decripito,True,"quality:low_light,noise",quality_triggered_sface,False,True,4.527,8.589,13.906,9.245,8.479
700,Jim_Jonathan_Decripito,light_name.jpg,brightness_p10,light,Brightness change,True,False,False,True,False,False,True,6238.707,126.91,9.315,1.54,78,Jim_Jonathan_Decripito,73.1609,0.1316,Jim_Jonathan_Decripito,0.8549,0.5387,Unknown,False,Jim_Jonathan_Decripito,True,Jim_Jonathan_Decripito,True,quality:noise,True,Jim_Jonathan_Decripito,True,quality_router_sface:noise,Jim_Jonathan_Decripito,True,quality:noise,quality_triggered_sface,False,True,4.686,8.305,13.496,8.655,9.746
701,Jim_Jonathan_Decripito,light_name.jpg,monochrome,light,Colour to monochrome,True,False,False,True,False,False,True,5190.656,115.89,8.485,3.32,77,Jim_Jonathan_Decripito,72.9959,0.1415,Jim_Jonathan_Decripito,0.8189,0.6019,Unknown,False,Jim_Jonathan_Decripito,True,Jim_Jonathan_Decripito,True,quality:noise,True,Jim_Jonathan_Decripito,True,quality_router_sface:noise,Jim_Jonathan_Decripito,True,quality:noise,quality_triggered_sface,False,True,4.471,8.307,13.329,8.582,8.51
702,Jim_Jonathan_Decripito,light_name.jpg,jpeg_q30,heavy,JPEG compression,True,False,False,False,False,False,False,3412.145,116.02,3.399,4.12,78,Jim_Jonathan_Decripito,73.7018,0.1096,Jim_Jonathan_Decripito,0.7895,0.6489,Unknown,False,Jim_Jonathan_Decripito,True,Jim_Jonathan_Decripito,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Jim_Jonathan_Decripito,True,ambiguous_band,quality_clear_dual_sface,True,True,4.308,8.142,13.487,4.456,12.451
703,Jim_Jonathan_Decripito,light_name.jpg,jpeg_q60,medium,JPEG compression,True,False,False,False,False,False,False,4673.976,115.93,5.241,1.88,76,Jim_Jonathan_Decripito,74.3139,0.1038,Jim_Jonathan_Decripito,0.8211,0.5982,Unknown,False,Jim_Jonathan_Decripito,True,Jim_Jonathan_Decripito,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Jim_Jonathan_Decripito,True,ambiguous_band,quality_clear_dual_sface,True,True,6.887,10.748,14.972,5.026,16.048
704,Jim_Jonathan_Decripito,light_name.jpg,jpeg_q80,light,JPEG compression,True,False,False,False,False,False,False,5438.104,115.93,7.858,2.75,76,Jim_Jonathan_Decripito,72.7369,0.1068,Jim_Jonathan_Decripito,0.8555,0.5376,Unknown,False,Jim_Jonathan_Decripito,True,Jim_Jonathan_Decripito,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Jim_Jonathan_Decripito,True,ambiguous_band,quality_clear_dual_sface,True,True,4.584,8.009,12.554,4.804,12.976
705,Jim_Jonathan_Decripito,light_name.jpg,color_8bit,medium,Colour reduction,True,False,False,True,False,False,True,6284.996,116.4,10.688,0.76,76,Jim_Jonathan_Decripito,79.7206,0.0742,Jim_Jonathan_Decripito,0.8031,0.6275,Unknown,False,Jim_Jonathan_Decripito,True,Jim_Jonathan_Decripito,True,quality:noise,True,Jim_Jonathan_Decripito,True,quality_router_sface:noise,Jim_Jonathan_Decripito,True,quality:noise,quality_triggered_sface,False,True,4.634,9.117,13.418,8.474,8.367
706,Jim_Jonathan_Decripito,light_name.jpg,rgb565,light,Colour reduction,True,False,False,True,False,False,True,5209.113,115.41,8.612,1.49,78,Jim_Jonathan_Decripito,73.1742,0.1333,Jim_Jonathan_Decripito,0.8624,0.5247,Unknown,False,Jim_Jonathan_Decripito,True,Jim_Jonathan_Decripito,True,quality:noise,True,Jim_Jonathan_Decripito,True,quality_router_sface:noise,Jim_Jonathan_Decripito,True,quality:noise,quality_triggered_sface,False,True,4.552,8.593,14.108,8.936,10.707
707,Jim_Jonathan_Decripito,light_name.jpg,gaussnoise_12,heavy,Gaussian noise,True,False,False,True,False,False,True,6460.742,115.47,12.901,1.87,77,Jim_Jonathan_Decripito,73.5791,0.0823,Jim_Jonathan_Decripito,0.8023,0.6288,Unknown,False,Jim_Jonathan_Decripito,True,Jim_Jonathan_Decripito,True,quality:noise,True,Jim_Jonathan_Decripito,True,quality_router_sface:noise,Jim_Jonathan_Decripito,True,quality:noise,quality_triggered_sface,False,True,5.353,8.107,14.196,8.588,8.051
708,Jim_Jonathan_Decripito,light_name.jpg,gaussnoise_8,medium,Gaussian noise,True,False,False,True,False,False,True,5659.443,115.41,10.588,1.78,78,Jim_Jonathan_Decripito,71.3595,0.102,Jim_Jonathan_Decripito,0.8571,0.5347,Unknown,False,Jim_Jonathan_Decripito,True,Jim_Jonathan_Decripito,True,quality:noise,True,Jim_Jonathan_Decripito,True,quality_router_sface:noise,Jim_Jonathan_Decripito,True,quality:noise,quality_triggered_sface,False,True,5.015,8.815,14.1,9.45,9.414
709,Jim_Jonathan_Decripito,light_name.jpg,gaussnoise_4,light,Gaussian noise,True,False,False,True,False,False,True,5343.214,115.43,9.286,1.8,78,Jim_Jonathan_Decripito,73.0859,0.1144,Jim_Jonathan_Decripito,0.8741,0.5019,Unknown,False,Jim_Jonathan_Decripito,True,Jim_Jonathan_Decripito,True,quality:noise,True,Jim_Jonathan_Decripito,True,quality_router_sface:noise,Jim_Jonathan_Decripito,True,quality:noise,quality_triggered_sface,False,True,4.541,9.584,13.307,8.325,8.516
